trades,wins,losses,win_rate,gross_profit,gross_loss,net_profit,profit_factor,profit_factor_score,max_drawdown,expectancy,time,symbol,min_score,take_profit_pct,stop_loss_pct,rsi_range,ema_filter,atr_filter,volume_filter,breakout_filter
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:50:46.278900,XRPUSDT,80,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:50:55.803948,XRPUSDT,80,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:02.656065,XRPUSDT,80,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:09.005655,XRPUSDT,85,0.05,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:15.503034,XRPUSDT,85,0.05,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:22.300872,XRPUSDT,85,0.05,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:29.253128,XRPUSDT,85,0.05,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:35.573709,XRPUSDT,85,0.06,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:41.735372,XRPUSDT,85,0.06,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:48.173473,XRPUSDT,85,0.06,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:51:54.665135,XRPUSDT,85,0.06,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:01.536669,XRPUSDT,85,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:07.892986,XRPUSDT,85,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:14.174168,XRPUSDT,85,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:20.401939,XRPUSDT,85,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:27.288219,BNBUSDT,80,0.05,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:33.618046,BNBUSDT,80,0.05,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:39.920078,BNBUSDT,80,0.05,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:46.116986,BNBUSDT,80,0.05,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:52.732343,BNBUSDT,80,0.06,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:52:59.112016,BNBUSDT,80,0.06,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:05.361666,BNBUSDT,80,0.06,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:11.657537,BNBUSDT,80,0.06,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:17.908057,BNBUSDT,80,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:24.561646,BNBUSDT,80,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:30.902213,BNBUSDT,80,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:37.230508,BNBUSDT,80,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:43.365093,BNBUSDT,85,0.05,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:49.554274,BNBUSDT,85,0.05,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:53:56.011505,BNBUSDT,85,0.05,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:02.313153,BNBUSDT,85,0.05,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:08.524536,BNBUSDT,85,0.06,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:14.746852,BNBUSDT,85,0.06,-0.015,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:21.079868,BNBUSDT,85,0.06,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:27.253053,BNBUSDT,85,0.06,-0.015,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:33.410872,BNBUSDT,85,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:39.607593,BNBUSDT,85,0.06,-0.02,"(35, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:46.020563,BNBUSDT,85,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,False,True
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-09T13:54:52.369139,BNBUSDT,85,0.06,-0.02,"(40, 70)",ema20_gt_ema50_and_ema50_gt_ema200,True,True,True
