trades,wins,losses,win_rate,gross_profit,gross_loss,net_profit,profit_factor,profit_factor_score,max_drawdown,expectancy,time,symbol,min_score,rsi_range,atr_mode,volume_multiplier,ema_confirm,exit_mode,take_profit_pct,stop_loss_pct
91,36,55,39.56,3850.47,-3092.38,758.09,1.2451,1.2451473032000298,-898.1,8.33,2026-07-09T15:30:49.601859,BNBUSDT,65,"(35, 65)",sma20,1.15,True,fixed,0.04,-0.02
91,36,55,39.56,3850.47,-3092.38,758.09,1.2451,1.2451473032000298,-898.1,8.33,2026-07-09T15:33:51.349239,BNBUSDT,70,"(35, 65)",sma20,1.15,True,fixed,0.04,-0.02
79,32,47,40.51,3409.91,-2745.91,664.0,1.2418,1.241814110305225,-582.83,8.41,2026-07-09T15:25:23.334835,BNBUSDT,60,"(30, 60)",sma20,1.1,True,fixed,0.04,-0.02
79,32,47,40.51,3409.91,-2745.91,664.0,1.2418,1.241814110305225,-582.83,8.41,2026-07-09T15:26:29.587160,BNBUSDT,60,"(35, 60)",sma20,1.1,True,fixed,0.04,-0.02
79,32,47,40.51,3409.91,-2745.91,664.0,1.2418,1.241814110305225,-582.83,8.41,2026-07-09T15:29:11.054841,BNBUSDT,65,"(30, 60)",sma20,1.1,True,fixed,0.04,-0.02
79,32,47,40.51,3409.91,-2745.91,664.0,1.2418,1.241814110305225,-582.83,8.41,2026-07-09T15:29:56.697702,BNBUSDT,65,"(35, 60)",sma20,1.1,True,fixed,0.04,-0.02
79,32,47,40.51,3409.91,-2745.91,664.0,1.2418,1.241814110305225,-582.83,8.41,2026-07-09T15:32:11.222489,BNBUSDT,70,"(30, 60)",sma20,1.1,True,fixed,0.04,-0.02
79,32,47,40.51,3409.91,-2745.91,664.0,1.2418,1.241814110305225,-582.83,8.41,2026-07-09T15:32:57.026659,BNBUSDT,70,"(35, 60)",sma20,1.1,True,fixed,0.04,-0.02
45,18,27,40.0,1903.0,-1533.03,369.96,1.2413,1.241328133877423,-285.12,8.22,2026-07-09T15:24:33.692085,BNBUSDT,60,"(30, 55)",sma20,1.1,True,fixed,0.04,-0.02
45,18,27,40.0,1903.0,-1533.03,369.96,1.2413,1.241328133877423,-285.12,8.22,2026-07-09T15:28:26.871836,BNBUSDT,65,"(30, 55)",sma20,1.1,True,fixed,0.04,-0.02
45,18,27,40.0,1903.0,-1533.03,369.96,1.2413,1.241328133877423,-285.12,8.22,2026-07-09T15:31:28.109315,BNBUSDT,70,"(30, 55)",sma20,1.1,True,fixed,0.04,-0.02
43,17,26,39.53,1802.98,-1466.11,336.87,1.2298,1.229772919107228,-387.5,7.83,2026-07-09T15:24:41.138959,BNBUSDT,60,"(30, 55)",sma20,1.15,True,fixed,0.04,-0.02
43,17,26,39.53,1802.98,-1466.11,336.87,1.2298,1.229772919107228,-387.5,7.83,2026-07-09T15:28:34.669695,BNBUSDT,65,"(30, 55)",sma20,1.15,True,fixed,0.04,-0.02
43,17,26,39.53,1802.98,-1466.11,336.87,1.2298,1.229772919107228,-387.5,7.83,2026-07-09T15:31:35.185153,BNBUSDT,70,"(30, 55)",sma20,1.15,True,fixed,0.04,-0.02
90,35,55,38.89,3737.5,-3087.96,649.54,1.2103,1.2103447822488407,-1004.58,7.22,2026-07-09T15:27:52.261388,BNBUSDT,60,"(35, 65)",sma20,1.2,True,fixed,0.04,-0.02
90,35,55,38.89,3737.5,-3087.96,649.54,1.2103,1.2103447822488407,-1004.58,7.22,2026-07-09T15:30:57.201803,BNBUSDT,65,"(35, 65)",sma20,1.2,True,fixed,0.04,-0.02
90,35,55,38.89,3737.5,-3087.96,649.54,1.2103,1.2103447822488407,-1004.58,7.22,2026-07-09T15:33:59.286146,BNBUSDT,70,"(35, 65)",sma20,1.2,True,fixed,0.04,-0.02
142,107,35,75.35,2386.6,-1972.63,413.97,1.2099,1.2098592816640332,-503.58,2.92,2026-07-09T15:26:12.086899,BNBUSDT,60,"(30, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
142,107,35,75.35,2386.6,-1972.63,413.97,1.2099,1.2098592816640332,-503.58,2.92,2026-07-09T15:27:21.118574,BNBUSDT,60,"(35, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
142,107,35,75.35,2386.6,-1972.63,413.97,1.2099,1.2098592816640332,-503.58,2.92,2026-07-09T15:29:45.564390,BNBUSDT,65,"(30, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
142,107,35,75.35,2386.6,-1972.63,413.97,1.2099,1.2098592816640332,-503.58,2.92,2026-07-09T15:30:30.636696,BNBUSDT,65,"(35, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
142,107,35,75.35,2386.6,-1972.63,413.97,1.2099,1.2098592816640332,-503.58,2.92,2026-07-09T15:32:45.684077,BNBUSDT,70,"(30, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
142,107,35,75.35,2386.6,-1972.63,413.97,1.2099,1.2098592816640332,-503.58,2.92,2026-07-09T15:33:32.318864,BNBUSDT,70,"(35, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
153,107,46,69.93,3217.6,-2665.93,551.67,1.2069,1.2069315993344463,-427.36,3.61,2026-07-09T14:56:59.645339,ETHUSDT,60,"(35, 65)",percentile40,1.15,True,ema20_exit,0.04,-0.02
153,107,46,69.93,3217.6,-2665.93,551.67,1.2069,1.2069315993344463,-427.36,3.61,2026-07-09T15:01:10.909049,ETHUSDT,65,"(35, 65)",percentile40,1.15,True,ema20_exit,0.04,-0.02
153,107,46,69.93,3217.6,-2665.93,551.67,1.2069,1.2069315993344463,-427.36,3.61,2026-07-09T15:04:33.558177,ETHUSDT,70,"(35, 65)",percentile40,1.15,True,ema20_exit,0.04,-0.02
170,126,44,74.12,2965.74,-2463.99,501.75,1.2036,1.2036320148935475,-646.12,2.95,2026-07-09T15:28:23.052863,BNBUSDT,60,"(35, 65)",percentile40,1.2,True,ema20_exit,0.04,-0.02
170,126,44,74.12,2965.74,-2463.99,501.75,1.2036,1.2036320148935475,-646.12,2.95,2026-07-09T15:31:24.623500,BNBUSDT,65,"(35, 65)",percentile40,1.2,True,ema20_exit,0.04,-0.02
170,126,44,74.12,2965.74,-2463.99,501.75,1.2036,1.2036320148935475,-646.12,2.95,2026-07-09T15:34:26.624150,BNBUSDT,70,"(35, 65)",percentile40,1.2,True,ema20_exit,0.04,-0.02
62,50,12,80.65,833.27,-692.8,140.47,1.2028,1.2027629521682597,-256.26,2.27,2026-07-09T14:42:33.524791,BTCUSDT,60,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
62,50,12,80.65,833.27,-692.8,140.47,1.2028,1.2027629521682597,-256.26,2.27,2026-07-09T14:46:20.489833,BTCUSDT,65,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
62,50,12,80.65,833.27,-692.8,140.47,1.2028,1.2027629521682597,-256.26,2.27,2026-07-09T14:50:02.758935,BTCUSDT,70,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
117,84,33,71.79,2311.71,-1930.93,380.78,1.1972,1.1971994338482317,-490.71,3.25,2026-07-09T15:16:38.715817,XRPUSDT,60,"(30, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
117,84,33,71.79,2311.71,-1930.93,380.78,1.1972,1.1971994338482317,-490.71,3.25,2026-07-09T15:17:25.190409,XRPUSDT,60,"(35, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
117,84,33,71.79,2311.71,-1930.93,380.78,1.1972,1.1971994338482317,-490.71,3.25,2026-07-09T15:19:40.201532,XRPUSDT,65,"(30, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
117,84,33,71.79,2311.71,-1930.93,380.78,1.1972,1.1971994338482317,-490.71,3.25,2026-07-09T15:20:25.788695,XRPUSDT,65,"(35, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
117,84,33,71.79,2311.71,-1930.93,380.78,1.1972,1.1971994338482317,-490.71,3.25,2026-07-09T15:22:49.433088,XRPUSDT,70,"(30, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
117,84,33,71.79,2311.71,-1930.93,380.78,1.1972,1.1971994338482317,-490.71,3.25,2026-07-09T15:23:35.069471,XRPUSDT,70,"(35, 60)",percentile40,1.15,True,ema20_exit,0.04,-0.02
41,34,7,82.93,482.24,-404.52,77.72,1.1921,1.1921241522109507,-249.74,1.9,2026-07-09T14:53:42.558708,ETHUSDT,60,"(30, 55)",sma20,1.2,True,ema20_exit,0.04,-0.02
41,34,7,82.93,482.24,-404.52,77.72,1.1921,1.1921241522109507,-249.74,1.9,2026-07-09T14:57:37.839212,ETHUSDT,65,"(30, 55)",sma20,1.2,True,ema20_exit,0.04,-0.02
41,34,7,82.93,482.24,-404.52,77.72,1.1921,1.1921241522109507,-249.74,1.9,2026-07-09T15:01:51.294260,ETHUSDT,70,"(30, 55)",sma20,1.2,True,ema20_exit,0.04,-0.02
53,40,13,75.47,879.83,-738.36,141.48,1.1916,1.1916109889478848,-263.36,2.67,2026-07-09T15:15:59.551676,XRPUSDT,60,"(30, 55)",percentile40,1.2,True,ema20_exit,0.04,-0.02
53,40,13,75.47,879.83,-738.36,141.48,1.1916,1.1916109889478848,-263.36,2.67,2026-07-09T15:19:02.151049,XRPUSDT,65,"(30, 55)",percentile40,1.2,True,ema20_exit,0.04,-0.02
53,40,13,75.47,879.83,-738.36,141.48,1.1916,1.1916109889478848,-263.36,2.67,2026-07-09T15:22:11.378396,XRPUSDT,70,"(30, 55)",percentile40,1.2,True,ema20_exit,0.04,-0.02
72,28,44,38.89,3000.37,-2520.84,479.53,1.1902,1.1902273368924965,-735.23,6.66,2026-07-09T15:26:18.614984,BNBUSDT,60,"(30, 60)",percentile40,1.2,True,fixed,0.04,-0.02
72,28,44,38.89,3000.37,-2520.84,479.53,1.1902,1.1902273368924965,-735.23,6.66,2026-07-09T15:27:25.201339,BNBUSDT,60,"(35, 60)",percentile40,1.2,True,fixed,0.04,-0.02
72,28,44,38.89,3000.37,-2520.84,479.53,1.1902,1.1902273368924965,-735.23,6.66,2026-07-09T15:29:49.050254,BNBUSDT,65,"(30, 60)",percentile40,1.2,True,fixed,0.04,-0.02
72,28,44,38.89,3000.37,-2520.84,479.53,1.1902,1.1902273368924965,-735.23,6.66,2026-07-09T15:30:34.333640,BNBUSDT,65,"(35, 60)",percentile40,1.2,True,fixed,0.04,-0.02
72,28,44,38.89,3000.37,-2520.84,479.53,1.1902,1.1902273368924965,-735.23,6.66,2026-07-09T15:32:49.261573,BNBUSDT,70,"(30, 60)",percentile40,1.2,True,fixed,0.04,-0.02
72,28,44,38.89,3000.37,-2520.84,479.53,1.1902,1.1902273368924965,-735.23,6.66,2026-07-09T15:33:35.779762,BNBUSDT,70,"(35, 60)",percentile40,1.2,True,fixed,0.04,-0.02
174,128,46,73.56,3059.65,-2587.01,472.64,1.1827,1.1826982831928046,-747.69,2.72,2026-07-09T15:28:14.417877,BNBUSDT,60,"(35, 65)",percentile40,1.15,True,ema20_exit,0.04,-0.02
174,128,46,73.56,3059.65,-2587.01,472.64,1.1827,1.1826982831928046,-747.69,2.72,2026-07-09T15:31:16.871807,BNBUSDT,65,"(35, 65)",percentile40,1.15,True,ema20_exit,0.04,-0.02
174,128,46,73.56,3059.65,-2587.01,472.64,1.1827,1.1826982831928046,-747.69,2.72,2026-07-09T15:34:18.972816,BNBUSDT,70,"(35, 65)",percentile40,1.15,True,ema20_exit,0.04,-0.02
113,81,32,71.68,2207.26,-1872.27,334.99,1.1789,1.1789238770873463,-490.71,2.96,2026-07-09T15:16:46.586437,XRPUSDT,60,"(30, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
113,81,32,71.68,2207.26,-1872.27,334.99,1.1789,1.1789238770873463,-490.71,2.96,2026-07-09T15:17:32.719253,XRPUSDT,60,"(35, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
113,81,32,71.68,2207.26,-1872.27,334.99,1.1789,1.1789238770873463,-490.71,2.96,2026-07-09T15:19:47.778992,XRPUSDT,65,"(30, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
113,81,32,71.68,2207.26,-1872.27,334.99,1.1789,1.1789238770873463,-490.71,2.96,2026-07-09T15:20:34.752806,XRPUSDT,65,"(35, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
113,81,32,71.68,2207.26,-1872.27,334.99,1.1789,1.1789238770873463,-490.71,2.96,2026-07-09T15:22:57.058227,XRPUSDT,70,"(30, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
113,81,32,71.68,2207.26,-1872.27,334.99,1.1789,1.1789238770873463,-490.71,2.96,2026-07-09T15:23:42.735202,XRPUSDT,70,"(35, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
150,112,38,74.67,2502.6,-2127.57,375.03,1.1763,1.17627281780705,-431.28,2.5,2026-07-09T15:25:59.981366,BNBUSDT,60,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
150,112,38,74.67,2502.6,-2127.57,375.03,1.1763,1.17627281780705,-431.28,2.5,2026-07-09T15:27:06.456914,BNBUSDT,60,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
150,112,38,74.67,2502.6,-2127.57,375.03,1.1763,1.17627281780705,-431.28,2.5,2026-07-09T15:29:38.083827,BNBUSDT,65,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
150,112,38,74.67,2502.6,-2127.57,375.03,1.1763,1.17627281780705,-431.28,2.5,2026-07-09T15:30:23.197644,BNBUSDT,65,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
150,112,38,74.67,2502.6,-2127.57,375.03,1.1763,1.17627281780705,-431.28,2.5,2026-07-09T15:32:38.057912,BNBUSDT,70,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
150,112,38,74.67,2502.6,-2127.57,375.03,1.1763,1.17627281780705,-431.28,2.5,2026-07-09T15:33:24.919040,BNBUSDT,70,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
94,36,58,38.3,3851.84,-3278.03,573.82,1.175,1.1750490317848845,-1030.75,6.1,2026-07-09T15:27:33.447509,BNBUSDT,60,"(35, 65)",sma20,1.1,True,fixed,0.04,-0.02
94,36,58,38.3,3851.84,-3278.03,573.82,1.175,1.1750490317848845,-1030.75,6.1,2026-07-09T15:30:42.104777,BNBUSDT,65,"(35, 65)",sma20,1.1,True,fixed,0.04,-0.02
94,36,58,38.3,3851.84,-3278.03,573.82,1.175,1.1750490317848845,-1030.75,6.1,2026-07-09T15:33:43.351825,BNBUSDT,70,"(35, 65)",sma20,1.1,True,fixed,0.04,-0.02
57,42,15,73.68,1000.63,-856.61,144.02,1.1681,1.1681320202781251,-213.61,2.53,2026-07-09T15:15:51.473115,XRPUSDT,60,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
57,42,15,73.68,1000.63,-856.61,144.02,1.1681,1.1681320202781251,-213.61,2.53,2026-07-09T15:18:54.960576,XRPUSDT,65,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
57,42,15,73.68,1000.63,-856.61,144.02,1.1681,1.1681320202781251,-213.61,2.53,2026-07-09T15:22:03.872442,XRPUSDT,70,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
146,100,46,68.49,3022.23,-2593.65,428.58,1.1652,1.1652421245994355,-433.81,2.94,2026-07-09T15:06:15.811686,SOLUSDT,60,"(30, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
146,100,46,68.49,3022.23,-2593.65,428.58,1.1652,1.1652421245994355,-433.81,2.94,2026-07-09T15:07:03.934233,SOLUSDT,60,"(35, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
146,100,46,68.49,3022.23,-2593.65,428.58,1.1652,1.1652421245994355,-433.81,2.94,2026-07-09T15:09:33.523514,SOLUSDT,65,"(30, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
146,100,46,68.49,3022.23,-2593.65,428.58,1.1652,1.1652421245994355,-433.81,2.94,2026-07-09T15:10:34.038020,SOLUSDT,65,"(35, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
146,100,46,68.49,3022.23,-2593.65,428.58,1.1652,1.1652421245994355,-433.81,2.94,2026-07-09T15:13:32.755150,SOLUSDT,70,"(30, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
146,100,46,68.49,3022.23,-2593.65,428.58,1.1652,1.1652421245994355,-433.81,2.94,2026-07-09T15:14:24.384431,SOLUSDT,70,"(35, 60)",percentile40,1.2,True,ema20_exit,0.04,-0.02
42,16,26,38.1,1696.73,-1456.3,240.43,1.1651,1.1650941805872446,-490.49,5.72,2026-07-09T15:24:48.580370,BNBUSDT,60,"(30, 55)",sma20,1.2,True,fixed,0.04,-0.02
42,16,26,38.1,1696.73,-1456.3,240.43,1.1651,1.1650941805872446,-490.49,5.72,2026-07-09T15:28:41.989017,BNBUSDT,65,"(30, 55)",sma20,1.2,True,fixed,0.04,-0.02
42,16,26,38.1,1696.73,-1456.3,240.43,1.1651,1.1650941805872446,-490.49,5.72,2026-07-09T15:31:42.365447,BNBUSDT,70,"(30, 55)",sma20,1.2,True,fixed,0.04,-0.02
73,28,45,38.36,3000.9,-2580.36,420.54,1.163,1.1629752110186615,-737.54,5.76,2026-07-09T15:26:05.793114,BNBUSDT,60,"(30, 60)",percentile40,1.15,True,fixed,0.04,-0.02
73,28,45,38.36,3000.9,-2580.36,420.54,1.163,1.1629752110186615,-737.54,5.76,2026-07-09T15:27:12.155327,BNBUSDT,60,"(35, 60)",percentile40,1.15,True,fixed,0.04,-0.02
73,28,45,38.36,3000.9,-2580.36,420.54,1.163,1.1629752110186615,-737.54,5.76,2026-07-09T15:29:41.590657,BNBUSDT,65,"(30, 60)",percentile40,1.15,True,fixed,0.04,-0.02
73,28,45,38.36,3000.9,-2580.36,420.54,1.163,1.1629752110186615,-737.54,5.76,2026-07-09T15:30:26.654361,BNBUSDT,65,"(35, 60)",percentile40,1.15,True,fixed,0.04,-0.02
73,28,45,38.36,3000.9,-2580.36,420.54,1.163,1.1629752110186615,-737.54,5.76,2026-07-09T15:32:41.598904,BNBUSDT,70,"(30, 60)",percentile40,1.15,True,fixed,0.04,-0.02
73,28,45,38.36,3000.9,-2580.36,420.54,1.163,1.1629752110186615,-737.54,5.76,2026-07-09T15:33:28.367320,BNBUSDT,70,"(35, 60)",percentile40,1.15,True,fixed,0.04,-0.02
92,35,57,38.04,3847.89,-3320.4,527.49,1.1589,1.1588629089395035,-581.78,5.73,2026-07-09T15:05:47.669868,SOLUSDT,60,"(30, 60)",sma20,1.2,True,fixed,0.04,-0.02
92,35,57,38.04,3847.89,-3320.4,527.49,1.1589,1.1588629089395035,-581.78,5.73,2026-07-09T15:06:35.326274,SOLUSDT,60,"(35, 60)",sma20,1.2,True,fixed,0.04,-0.02
92,35,57,38.04,3847.89,-3320.4,527.49,1.1589,1.1588629089395035,-581.78,5.73,2026-07-09T15:09:04.401845,SOLUSDT,65,"(30, 60)",sma20,1.2,True,fixed,0.04,-0.02
92,35,57,38.04,3847.89,-3320.4,527.49,1.1589,1.1588629089395035,-581.78,5.73,2026-07-09T15:09:54.613395,SOLUSDT,65,"(35, 60)",sma20,1.2,True,fixed,0.04,-0.02
92,35,57,38.04,3847.89,-3320.4,527.49,1.1589,1.1588629089395035,-581.78,5.73,2026-07-09T15:12:55.135453,SOLUSDT,70,"(30, 60)",sma20,1.2,True,fixed,0.04,-0.02
92,35,57,38.04,3847.89,-3320.4,527.49,1.1589,1.1588629089395035,-581.78,5.73,2026-07-09T15:13:55.938405,SOLUSDT,70,"(35, 60)",sma20,1.2,True,fixed,0.04,-0.02
89,34,55,38.2,3694.47,-3190.55,503.92,1.1579,1.1579428213299137,-986.66,5.66,2026-07-09T15:28:01.728538,BNBUSDT,60,"(35, 65)",percentile40,1.1,True,fixed,0.04,-0.02
89,34,55,38.2,3694.47,-3190.55,503.92,1.1579,1.1579428213299137,-986.66,5.66,2026-07-09T15:31:04.946806,BNBUSDT,65,"(35, 65)",percentile40,1.1,True,fixed,0.04,-0.02
89,34,55,38.2,3694.47,-3190.55,503.92,1.1579,1.1579428213299137,-986.66,5.66,2026-07-09T15:34:07.071103,BNBUSDT,70,"(35, 65)",percentile40,1.1,True,fixed,0.04,-0.02
87,33,54,37.93,3561.8,-3083.26,478.54,1.1552,1.1552046702751397,-966.58,5.5,2026-07-09T15:28:09.989220,BNBUSDT,60,"(35, 65)",percentile40,1.15,True,fixed,0.04,-0.02
87,33,54,37.93,3561.8,-3083.26,478.54,1.1552,1.1552046702751397,-966.58,5.5,2026-07-09T15:31:12.800195,BNBUSDT,65,"(35, 65)",percentile40,1.15,True,fixed,0.04,-0.02
87,33,54,37.93,3561.8,-3083.26,478.54,1.1552,1.1552046702751397,-966.58,5.5,2026-07-09T15:34:14.844506,BNBUSDT,70,"(35, 65)",percentile40,1.15,True,fixed,0.04,-0.02
72,57,15,79.17,985.76,-854.8,130.96,1.1532,1.1532065810842143,-227.72,1.82,2026-07-09T14:42:25.595199,BTCUSDT,60,"(30, 55)",percentile40,1.1,True,ema20_exit,0.04,-0.02
72,57,15,79.17,985.76,-854.8,130.96,1.1532,1.1532065810842143,-227.72,1.82,2026-07-09T14:46:07.503377,BTCUSDT,65,"(30, 55)",percentile40,1.1,True,ema20_exit,0.04,-0.02
72,57,15,79.17,985.76,-854.8,130.96,1.1532,1.1532065810842143,-227.72,1.82,2026-07-09T14:49:55.196962,BTCUSDT,70,"(30, 55)",percentile40,1.1,True,ema20_exit,0.04,-0.02
123,87,36,70.73,2385.23,-2083.97,301.25,1.1446,1.1445582091337005,-603.92,2.45,2026-07-09T15:16:31.160353,XRPUSDT,60,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
123,87,36,70.73,2385.23,-2083.97,301.25,1.1446,1.1445582091337005,-603.92,2.45,2026-07-09T15:17:17.612969,XRPUSDT,60,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
123,87,36,70.73,2385.23,-2083.97,301.25,1.1446,1.1445582091337005,-603.92,2.45,2026-07-09T15:19:32.514662,XRPUSDT,65,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
123,87,36,70.73,2385.23,-2083.97,301.25,1.1446,1.1445582091337005,-603.92,2.45,2026-07-09T15:20:18.174520,XRPUSDT,65,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
123,87,36,70.73,2385.23,-2083.97,301.25,1.1446,1.1445582091337005,-603.92,2.45,2026-07-09T15:22:41.874038,XRPUSDT,70,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
123,87,36,70.73,2385.23,-2083.97,301.25,1.1446,1.1445582091337005,-603.92,2.45,2026-07-09T15:23:27.465816,XRPUSDT,70,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
96,36,60,37.5,3945.83,-3472.67,473.16,1.1363,1.136253079477354,-701.7,4.93,2026-07-09T15:05:39.620637,SOLUSDT,60,"(30, 60)",sma20,1.15,True,fixed,0.04,-0.02
96,36,60,37.5,3945.83,-3472.67,473.16,1.1363,1.136253079477354,-701.7,4.93,2026-07-09T15:06:27.284207,SOLUSDT,60,"(35, 60)",sma20,1.15,True,fixed,0.04,-0.02
96,36,60,37.5,3945.83,-3472.67,473.16,1.1363,1.136253079477354,-701.7,4.93,2026-07-09T15:08:55.832795,SOLUSDT,65,"(30, 60)",sma20,1.15,True,fixed,0.04,-0.02
96,36,60,37.5,3945.83,-3472.67,473.16,1.1363,1.136253079477354,-701.7,4.93,2026-07-09T15:09:46.030133,SOLUSDT,65,"(35, 60)",sma20,1.15,True,fixed,0.04,-0.02
96,36,60,37.5,3945.83,-3472.67,473.16,1.1363,1.136253079477354,-701.7,4.93,2026-07-09T15:12:42.852174,SOLUSDT,70,"(30, 60)",sma20,1.15,True,fixed,0.04,-0.02
96,36,60,37.5,3945.83,-3472.67,473.16,1.1363,1.136253079477354,-701.7,4.93,2026-07-09T15:13:47.503255,SOLUSDT,70,"(35, 60)",sma20,1.15,True,fixed,0.04,-0.02
167,114,53,68.26,3408.53,-3003.91,404.63,1.1347,1.1347004226365067,-604.18,2.42,2026-07-09T15:05:59.521506,SOLUSDT,60,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
167,114,53,68.26,3408.53,-3003.91,404.63,1.1347,1.1347004226365067,-604.18,2.42,2026-07-09T15:06:47.614591,SOLUSDT,60,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
167,114,53,68.26,3408.53,-3003.91,404.63,1.1347,1.1347004226365067,-604.18,2.42,2026-07-09T15:09:17.074975,SOLUSDT,65,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
167,114,53,68.26,3408.53,-3003.91,404.63,1.1347,1.1347004226365067,-604.18,2.42,2026-07-09T15:10:10.133681,SOLUSDT,65,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
167,114,53,68.26,3408.53,-3003.91,404.63,1.1347,1.1347004226365067,-604.18,2.42,2026-07-09T15:13:12.257706,SOLUSDT,70,"(30, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
167,114,53,68.26,3408.53,-3003.91,404.63,1.1347,1.1347004226365067,-604.18,2.42,2026-07-09T15:14:08.721810,SOLUSDT,70,"(35, 60)",percentile40,1.1,True,ema20_exit,0.04,-0.02
82,57,25,69.51,1661.68,-1464.96,196.72,1.1343,1.134282977794036,-307.42,2.4,2026-07-09T15:05:12.987944,SOLUSDT,60,"(30, 55)",percentile40,1.1,True,ema20_exit,0.04,-0.02
82,57,25,69.51,1661.68,-1464.96,196.72,1.1343,1.134282977794036,-307.42,2.4,2026-07-09T15:08:26.936449,SOLUSDT,65,"(30, 55)",percentile40,1.1,True,ema20_exit,0.04,-0.02
82,57,25,69.51,1661.68,-1464.96,196.72,1.1343,1.134282977794036,-307.42,2.4,2026-07-09T15:12:08.718313,SOLUSDT,70,"(30, 55)",percentile40,1.1,True,ema20_exit,0.04,-0.02
98,37,61,37.76,4096.99,-3616.18,480.82,1.133,1.1329624812284467,-615.68,4.91,2026-07-09T14:56:52.210580,ETHUSDT,60,"(35, 65)",percentile40,1.15,True,fixed,0.04,-0.02
98,37,61,37.76,4096.99,-3616.18,480.82,1.133,1.1329624812284467,-615.68,4.91,2026-07-09T15:01:04.663184,ETHUSDT,65,"(35, 65)",percentile40,1.15,True,fixed,0.04,-0.02
98,37,61,37.76,4096.99,-3616.18,480.82,1.133,1.1329624812284467,-615.68,4.91,2026-07-09T15:04:29.210916,ETHUSDT,70,"(35, 65)",percentile40,1.15,True,fixed,0.04,-0.02
74,51,23,68.92,1504.72,-1335.16,169.55,1.127,1.1269905598156211,-297.17,2.29,2026-07-09T15:05:20.661367,SOLUSDT,60,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
74,51,23,68.92,1504.72,-1335.16,169.55,1.127,1.1269905598156211,-297.17,2.29,2026-07-09T15:08:35.281464,SOLUSDT,65,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
74,51,23,68.92,1504.72,-1335.16,169.55,1.127,1.1269905598156211,-297.17,2.29,2026-07-09T15:12:18.278204,SOLUSDT,70,"(30, 55)",percentile40,1.15,True,ema20_exit,0.04,-0.02
109,78,31,71.56,2035.14,-1818.51,216.63,1.1191,1.1191271935735991,-445.08,1.99,2026-07-09T15:16:15.564170,XRPUSDT,60,"(30, 60)",sma20,1.15,True,ema20_exit,0.04,-0.02
