symbol,open_time,balance,equity,drawdown
SOLUSDT,2025-09-19T03:15:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T03:30:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T03:45:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T04:00:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T04:15:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T04:30:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T04:45:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T05:00:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T05:15:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T05:30:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T05:45:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T06:00:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T06:15:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T06:30:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T06:45:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T07:00:00+00:00,4622.48072024,4622.48072024,-381.01402995
SOLUSDT,2025-09-19T07:15:00+00:00,4622.48072024,4622.48072024,-381.01402995
