symbol,side,quantity,entry_price,exit_price,status,realized_pnl,unrealized_pnl,opened_at,closed_at
BTCUSDT,BUY,0.158986,62898.75,0.0,OPEN,0.0,0.0,2026-07-09T14:45:30.653579,
