run_time_utc,strategy_version,total_trades,average_win_rate,total_net_profit,average_profit_factor,worst_max_drawdown,average_expectancy,strategy_score
2026-07-13T06:41:58.733574+00:00,v0.1.1,518,72.79,1736.49,1.3137,-448.89,3.912,73.16
