open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,EMA20,EMA50,EMA200,RSI14,MACD,MACD_SIGNAL,MACD_HIST,ATR14,BB_UPPER,BB_MIDDLE,BB_LOWER,VOLUME_MA20,AI_SCORE,Signal
2026-07-07 10:45:00,1776.68,1777.4,1774.35,1775.8,2115.52,2026-07-07 10:59:59.999,3754985.462079,11510,619.9124,1100445.316609,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 11:00:00,1775.8,1775.81,1772.0,1773.19,1333.3823,2026-07-07 11:14:59.999,2364768.787956,13819,530.8486,941548.448295,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 11:15:00,1773.19,1779.6,1772.8,1777.14,733.3416,2026-07-07 11:29:59.999,1302877.829114,8378,517.6357,919707.115006,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 11:30:00,1777.13,1780.64,1775.26,1780.63,703.6784,2026-07-07 11:44:59.999,1250940.607972,9819,338.0967,601099.319763,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 11:45:00,1780.64,1785.0,1778.43,1780.77,1748.4422,2026-07-07 11:59:59.999,3114947.104622,13961,1048.3935,1867967.16235,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 12:00:00,1780.77,1792.55,1780.27,1791.08,4781.9092,2026-07-07 12:14:59.999,8549324.664623,42453,3161.8476,5651996.300414,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 12:15:00,1791.09,1794.57,1788.0,1791.13,3133.3279,2026-07-07 12:29:59.999,5613494.822248,17071,1908.6024,3419882.768388,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 12:30:00,1791.13,1791.18,1784.09,1785.8,1527.654,2026-07-07 12:44:59.999,2729433.888411,15275,515.7317,921260.919598,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 12:45:00,1785.79,1785.79,1781.33,1781.97,1045.5747,2026-07-07 12:59:59.999,1864117.116368,9170,470.9407,839634.683249,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 13:00:00,1781.97,1783.28,1774.78,1777.05,2090.2641,2026-07-07 13:14:59.999,3717396.160359,18498,1084.1967,1928429.6054,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 13:15:00,1777.05,1778.26,1770.0,1771.85,2178.7229,2026-07-07 13:29:59.999,3864193.312048,44619,1024.2182,1815955.842198,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 13:30:00,1771.86,1776.22,1766.06,1772.47,5781.1839,2026-07-07 13:44:59.999,10237525.209221,82056,2878.6941,5099703.204852,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 13:45:00,1772.46,1781.97,1766.24,1769.01,5962.5731,2026-07-07 13:59:59.999,10583932.488328,108818,3079.4021,5466284.90191,0,,,,,,,,0.0,,,,,10.0,SELL
2026-07-07 14:00:00,1769.02,1778.57,1763.43,1767.22,4865.7527,2026-07-07 14:14:59.999,8616309.367372,60888,2146.8702,3802388.011181,0,,,,32.81179847625285,,,,8.129285714285727,,,,,20.0,SELL
2026-07-07 14:15:00,1767.23,1772.48,1765.18,1772.2,4562.1421,2026-07-07 14:29:59.999,8068234.619617,51549,1784.915,3156662.239988,0,,,,43.08741105712771,,,,8.07005102040817,,,,,20.0,SELL
2026-07-07 14:30:00,1772.2,1777.3,1761.19,1770.36,6237.1247,2026-07-07 14:44:59.999,11030071.987369,69075,3737.3775,6608434.263654,0,,,,40.61578523821471,,,,8.644333090379009,,,,,20.0,SELL
2026-07-07 14:45:00,1770.36,1792.93,1770.36,1789.46,6321.7818,2026-07-07 14:59:59.999,11277036.43325,81587,3440.1918,6135723.293263,0,,,,63.81785931048382,,,,9.639023583923375,,,,,40.0,WAIT
2026-07-07 15:00:00,1789.45,1791.63,1783.0,1785.95,3566.3977,2026-07-07 15:14:59.999,6374669.143772,37001,1940.6922,3468613.164062,0,,,,59.23738842445772,,,,9.566950470786,,,,,40.0,WAIT
2026-07-07 15:15:00,1785.94,1795.68,1785.5,1792.73,3517.8258,2026-07-07 15:29:59.999,6302593.503564,33823,2111.1242,3782569.511679,0,,,,64.53282481569312,,,,9.61073972287272,,,,,40.0,WAIT
2026-07-07 15:30:00,1792.74,1799.36,1790.83,1795.39,5220.3783,2026-07-07 15:44:59.999,9374470.492917,57117,3123.7326,5611014.934831,0,1780.722054091876,,,66.37825101795084,,,,9.533544028381808,1797.0939707643286,1780.06,1763.026029235671,3371.3488700000003,20.0,SELL
2026-07-07 15:45:00,1795.38,1803.03,1795.31,1797.45,4339.1715,2026-07-07 15:59:59.999,7806951.901435,56298,2456.701,4420301.796393,0,1782.3151917974117,,,67.77658809299695,,,,9.40400516921168,1799.6444413846225,1781.1425,1762.6405586153776,3482.5314450000005,20.0,SELL
